elemental-speech,Enables you to speak to elementals and some creatures.
feast-of-ashes,A target starves with an insatiable hunger.
glide-,"You take no falling damage, move 60 ft./round while falling."
lockjaw,Creature gains grab ability with natural attack.
natural-rhythm-,+1 on damage rolls with each hit (max +5).
pox-pustules,Subject is sickened and has &#8211;4 Dex.
scent-trail-,Leave trail for allies to follow.
share-language-,Subject understands chosen language.
slipstream,Wave boosts creature's speed.
stone-call,2d6 damage to all creatures in area.
aqueous-orb,Creates rolling sphere of water.
cloak-of-winds,Creates screen of strong wind around you.
create-treasure-map-,Creates treasure map out of a creature's corpse.
cup-of-dust,Causes a creature to become dehydrated.
"feather-step,-mass","As <i><a href=""spells/featherStep.html#_feather-step"">feather step</a></i>, but multiple creatures."
hide-campsite,Hides all traces of your campsite.
hydraulic-torrent-,Creates torrent of water that bull rushes any creature in its path.
lily-pad-stride,Walk across water on moving lily pads.
nature's-exile,"Gives subject &#8211;10 on <a href=""../skills/survival.html#_survival"">Survival</a> checks."
shifting-sand,Creates difficult terrain and erases tracks; can carry creatures or objects along.
aspect-of-the-stag,+2 AC against attacks of opportunity and increases speed.
ball-lightning,Flying lightning spheres deal 3d6 electricity damage each.
bloody-claws,Causes bleed damage with natural attacks.
geyser-,Creates a geyser of boiling water.
grove-of-respite,Creates trees and a small spring.
life-bubble-,Protects from environmental effects.
moonstruck,Subject is enraged and confused.
river-of-wind,Creates wind that causes nonlethal damage and can knock down or push creatures.
strong-jaw,Natural attacks damage as two sizes bigger.
thorn-body,Your attackers take 1d6 +1 damage/level.
true-form,Removes polymorph effects.
aspect-of-the-wolf,"+4 Str and Dex, +2 bonus on trip attacks."
blessing-of-the-salamander,"Subject gets fast healing 2, fire resistance 10, and +2 to its CMD."
fire-snake,Creates a serpentine path of fire 5 ft. long/level that deals 1d6 fire damage/level.
rest-eternal,Dead creature cannot be revived.
snake-staff,Transforms wood into snakes to fight for you.
threefold-aspect,Appear older or younger.
sirocco,"Hot wind does 4d6 damage, fatigues those damaged, and knocks creatures prone."
swarm-skin-,Turns your body into a swarm that can attack.
rampart,Creates 5-ft.-thick earthen barrier.
vortex,Creates a whirlpool in water.
euphoric-tranquility,Makes a creature friendly.
seamantle,Sheathes you in protective water.
stormbolts,1d8 damage/level (max 20d8) to targets.
wall-of-lava,"Wall damages foes that try to enter, periodically launches lava at nearby targets."
clashing-rocks,20d6 damage to target creature.
tsunami,Huge wave damages and sweeps up all in its path.
winds-of-vengeance,You can fly and attack with wind.
world-wave-,Earth or water moves you across distances and damages things not of the natural world.
message,Whisper conversation at distance.
acid-splash,Orb deals 1d3 acid damage.
spark-,Ignites flammable objects.
ray-of-frost,Ray deals 1d3 cold damage.
alter-winds,Increases/decreases natural wind strength.
feather-fall,Objects or creatures fall slowly.
shocking-grasp,Touch delivers 1d6/level electricity damage (max 5d6).
expeditious-excavation,Moves 5-ft. cubes of earth.
grease,Makes 10-ft. square or one object slippery.
stone-fist,Your unarmed strikes are lethal.
burning-hands,1d4/level fire damage (max 5d4).
dancing-lantern-,Animates a lantern that follows you.
hydraulic-push-,Sudden and powerful wave of water bull rushes an enemy.
obscuring-mist,Fog surrounds you.
touch-of-the-sea,"<a href=""../skills/swim.html#_swim"">Swim</a> speed becomes 30 ft."
elemental-speech,Enables you to speak to elementals and some creatures.
elemental-touch,Gain energy damage touch attack.
resist-energy,Ignores first 10 (or more) points of damage per attack from specified energy type.
summon-monster-ii,Summons elemental creature.
glide-,"No fall damage, move 60 ft./round while falling."
gust-of-wind,Blast of wind blows away or knocks down creatures.
levitate,Subject moves up and down at your direction.
whispering-wind,Sends a short message 1 mile/level.
acid-arrow,Ranged touch attack; 2d4 damage for 1 round + 1 round/3 levels.
create-pit-,Creates an extradimensional pit.
glitterdust,"Blinds targets, outlines invisible things."
shatter,Sonic energy damages objects or creatures composed of crystal.
stone-call,2d6 damage to all creatures in area.
burning-gaze,1d6 fire damage to target by looking at it.
fire-breath,Exhale a cone of flame at will.
flaming-sphere,Ball of fire deals 3d6 fire damage.
pyrotechnics,Turns fire into light or thick smoke.
scorching-ray,"Ranged touch attack deals 4d6 fire damage, +1 ray/four levels (max 3)."
accelerate-poison,Hastens targeted poison's onset.
fog-cloud,Fog obscures vision.
slipstream,Wave boosts creature's speed.
draconic-reservoir-,Subject can absorb energy damage and enhance melee attacks with it.
elemental-aura,Creates an aura of energy around you.
protection-from-energy,Absorbs 12 points/level of damage from one kind of energy.
cloak-of-winds,A screen of strong wind around you.
fly,Subject flies at a speed of 60 ft.
gaseous-form,Become insubstantial and fly slowly.
lightning-bolt,Electricity deals 1d6/level damage.
wind-wall,"Deflects arrows, smaller creatures, gasses."
shifting-sand,"Creates difficult terrain, erases tracks."
spiked-pit,"As <i><a href=""spells/createPit.html#_create-pit-"">create pit</a></i>, but filled with spikes."
stinking-cloud,"Nauseating vapors, 1 round/level."
campfire-wall-,Creates a shelter around a campfire.
fireball,"1d6 fire damage per level, 20-ft. radius."
flame-arrow,Arrows deal +1d6 fire damage.
aqueous-orb,Creates rolling sphere of water.
hydraulic-torrent-,Creates torrent of water that bull rushes any creature in its path.
sleet-storm,Hampers vision and movement.
water-breathing,Subjects can breathe underwater.
detonate,1d8/level energy damage to nearby creatures.
dragon's-breath,Gives you a dragon's breath weapon.
elemental-body-i,Turns you into a Small elemental.
summon-monster-iv,Summons elemental creature to fight for you.
ball-lightning,Flying balls of lightning deal 3d6 electricity damage each.
river-of-wind,A stream of wind causes nonlethal damage and can knock down or push creatures.
shout,"Deafens all within cone, 5d6 sonic damage."
acid-pit-,Creates a pit with acid at the bottom.
calcific-touch,"Touch slows target, 1d4 Dex damage."
stone-shape,Sculpts stone into any shape.
stoneskin,Grants DR 10/adamantine.
fire-shield,Creatures attacking you take fire damage; you're protected from heat or cold.
fire-trap,Opened object deals 1d4 damage +1/level.
firefall,"Fire bursts upward, dealing 2d6 fire damage."
wall-of-fire,2d4 fire damage to 10 ft. and 1d4 to 20 ft. Passing through wall deals 2d6 damage +1/level.
ice-storm,Hail deals 5d6 damage in area 40 ft. across.
solid-fog,Blocks vision and slows movement.
wall-of-ice,Ice plane creates wall or hemisphere creates dome.
elemental-body-ii,You become a Medium elemental.
planar-adaptation,Resist harmful effects of a plane.
planar-binding-lesser,Traps elemental creature of 6 HD or less until it performs a task.
binding,Traps elemental creature of 6 HD or less until it performs a task.
summon-monster-v,Summons elemental creature to fight for you.
overland-flight,You fly at a speed of 40 ft. and can hustle over long distances.
suffocation,Target quickly suffocates to death.
hungry-pit-,"As <i><a href=""spells/createPit.html#_create-pit-"">create pit</a></i>, but dealing 4d6 damage to those in it as it closes."
passwall,Creates passage through wood or stone wall.
transmute-mud-to-rock,Two 10-ft. cubes per level.
transmute-rock-to-mud,Two 10-ft. cubes per level.
wall-of-stone,Creates a stone wall that can be shaped.
fire-snake,Creates a serpentine path of fire 5 ft. long/level that deals 1d6 fire damage/level.
geyser-,Creates a geyser of boiling water.
cloudkill,Kills 3 HD or less; 4&#8211;6 HD save or die; 6+ HD take Con damage.
cone-of-cold,1d6/level cold damage.
geyser-,Creates a geyser of boiling water.
elemental-body-iii,Turns you into a Large elemental.
planar-binding,"As <i><a href=""../spells/planarBinding.html#_planar-binding-lesser"">lesser planar binding</a></i>, but up to 12 HD."
summon-monster-vi,Summons elemental creature to fight for you.
chain-lightning,"1d6/level damage, 1 more bolt/level."
sirocco,"Hot wind does 4d6 damage, fatigues those damaged, and knocks creatures prone."
acid-fog,Fog deals acid damage.
flesh-to-stone,Turns subject creature into statue.
move-earth,Digs trenches and builds hills.
stone-to-flesh,Restores petrified creature.
wall-of-iron,30 hp/four levels; can topple onto foes.
contagious-flame,"Rays do 4d6 fire damage, then move on to new targets."
sirocco,"Hot wind does 4d6 damage, fatigues those damaged, and knocks creatures prone."
fluid-form,"Gain DR 10/slashing, increases reach 10 ft., and breathe water."
freezing-sphere,Freezes water or deals cold damage.
elemental-body-iv,Turns you into a Huge elemental.
"planar-adaptation,-mass","As <i><a href=""spells/planarAdaptation.html#_planar-adaptation"">planar adaptation</a></i>, but affects multiple creatures."
summon-monster-vii,Summons elemental creature to fight for you.
control-weather,Changes weather in local area.
"fly,-mass",One creature/level gains ability to fly.
rampart,Creates 5-ft. thick earthen barrier.
reverse-gravity,Objects and creatures fall upward.
statue,Subject can become a statue at will.
delayed-blast-fireball,1d6/level fire damage; you can postpone blast for up to 5 rounds.
firebrand,"Allies gain <i><a href=""../magicItems/weapons.html#_weapons-flaming"">flaming</a></i> weapons, immunity to your fire spells, and a one-use ray of fire attack."
control-weather,Changes weather in local area.
vortex,Creates a whirlpool in water.
planar-binding-greater,"As <i><a href=""../spells/planarBinding.html#_planar-binding-lesser"">lesser planar binding</a></i>, but up to 18 HD."
binding,"As <i><a href=""../spells/planarBinding.html#_planar-binding-lesser"">lesser planar binding</a></i>, but up to 18 HD."
summon-monster-viii,Summons elemental creature to fight for you.
shout-greater,Devastating yell deals 10d6 sonic damage; stuns creatures.
stormbolts,1d8 damage/level (max 20d8) to targets.
iron-body,Your body becomes living iron.
wall-of-lava,"Wall damages foes that try to enter, periodically launches lava at nearby targets."
incendiary-cloud,Deals 6d6 fire damage/round.
wall-of-lava,"Wall damages foes that try to enter, periodically launches lava at nearby targets."
horrid-wilting,Deals 1d6/level damage within 30 ft.
polar-ray,Ranged touch attack deals 1d6/level cold damage and 1d4 points of Dexterity drain.
seamantle,Sheathes you in protective water.
gate,Connects two planes for travel or summoning.
"suffocation,-mass",One creature/level suffocates.
winds-of-vengeance,Gives you the ability to fly and attack with wind.
clashing-rocks,20d6 damage to target creature.
world-wave-,Earth moves you across distances.
fiery-body,You gain various fire-related powers.
meteor-swarm,Four meteors each deal 6d6 fire damage.
tsunami,Wave damages and sweeps up all in its path.
world-wave-,Earth moves you across distances.
brand,Creates permanent brand on target creature.
sift,See area as though examining it.
burst-bonds,1d6 damage/level (max 5d6) to restraints.
tireless-pursuit,Ignore fatigue while hustling.
wrath,+1 attack and damage against target creature.
bloodhound,Gives caster the scent special ability.
castigate,Causes target to be shaken and cower.
confess,Creature answers question truthfully or takes 1d6 damage/two levels (max 5d6).
corruption-resistance,Protects creature against damage from alignment-based attacks.
flames-of-the-faithful,"Gives weapon <i><a href=""../magicItems/weapons.html#_weapons-flaming"">flaming</a></i> property."
follow-aura,Gain ability to follow the trail of the aura of an alignment.
